Request id,Pickup point,Driver id,Status,Request timestamp,Request Date ,Request Time,Drop timestamp,Drop Date ,Time
3722,Airport,4,Trip Completed,13-07-2016 19:57,13-07-2016,19:57:59,13-07-2016 20:32,13-07-2016,20:32:04
4075,City,4,Trip Completed,14-07-2016 02:17,14-07-2016,02:17:35,14-07-2016 03:21,14-07-2016,03:21:38
4686,City,4,Trip Completed,14-07-2016 13:01,14-07-2016,13:01:10,14-07-2016 13:45,14-07-2016,13:45:28
5771,Airport,4,Trip Completed,15-07-2016 08:30,15-07-2016,08:30:06,15-07-2016 09:37,15-07-2016,09:37:20
6106,Airport,4,Trip Completed,15-07-2016 15:01,15-07-2016,15:01:20,15-07-2016 15:47,15-07-2016,15:47:31
312,City,5,Trip Completed,11-07-2016 07:27,11-07-2016,07:27:00,11-07-2016 08:31,11-07-2016,08:31:00
577,Airport,5,Trip Completed,11-07-2016 11:03,11-07-2016,11:03:00,11-07-2016 12:01,11-07-2016,12:01:00
1179,City,5,Trip Completed,11-07-2016 20:58,11-07-2016,20:58:00,11-07-2016 21:45,11-07-2016,21:45:00
1756,Airport,5,Trip Completed,12-07-2016 08:40,12-07-2016,08:40:00,12-07-2016 09:23,12-07-2016,09:23:00
2052,City,5,Trip Completed,12-07-2016 14:48,12-07-2016,14:48:00,12-07-2016 15:50,12-07-2016,15:50:00
2559,City,5,Trip Completed,12-07-2016 21:32,12-07-2016,21:32:00,12-07-2016 22:29,12-07-2016,22:29:00
3014,City,5,Trip Completed,13-07-2016 07:28,13-07-2016,07:28:14,13-07-2016 08:29,13-07-2016,08:29:47
3317,City,5,Trip Completed,13-07-2016 12:14,13-07-2016,12:14:27,13-07-2016 12:46,13-07-2016,12:46:38
4297,City,5,Trip Completed,14-07-2016 06:43,14-07-2016,06:43:01,14-07-2016 07:49,14-07-2016,07:49:38
5857,Airport,5,Trip Completed,15-07-2016 09:08,15-07-2016,09:08:50,15-07-2016 10:07,15-07-2016,10:07:07
6690,Airport,5,Trip Completed,15-07-2016 22:41,15-07-2016,22:41:41,15-07-2016 23:51,15-07-2016,23:51:00
1517,Airport,6,Trip Completed,12-07-2016 05:45,12-07-2016,05:45:00,12-07-2016 06:28,12-07-2016,06:28:00
1999,Airport,6,Trip Completed,12-07-2016 13:02,12-07-2016,13:02:00,12-07-2016 13:51,12-07-2016,13:51:00
2960,Airport,6,Trip Completed,13-07-2016 06:50,13-07-2016,06:50:33,13-07-2016 07:40,13-07-2016,07:40:35
3882,City,6,Trip Completed,13-07-2016 21:53,13-07-2016,21:53:03,13-07-2016 22:45,13-07-2016,22:45:24
4081,Airport,6,Trip Completed,14-07-2016 02:37,14-07-2016,02:37:14,14-07-2016 03:30,14-07-2016,03:30:27
4740,City,6,Trip Completed,14-07-2016 14:50,14-07-2016,14:50:07,14-07-2016 15:38,14-07-2016,15:38:14
5270,City,6,Trip Completed,14-07-2016 21:33,14-07-2016,21:33:55,14-07-2016 22:25,14-07-2016,22:25:43
6758,Airport,6,Trip Completed,15-07-2016 00:03,15-07-2016,00:03:39,15-07-2016 01:07,15-07-2016,01:07:39
5741,City,6,Trip Completed,15-07-2016 07:52,15-07-2016,07:52:51,15-07-2016 08:38,15-07-2016,08:38:55
6087,Airport,6,Trip Completed,15-07-2016 14:28,15-07-2016,14:28:50,15-07-2016 15:33,15-07-2016,15:33:53
1039,City,7,Trip Completed,11-07-2016 19:31,11-07-2016,19:31:00,11-07-2016 20:41,11-07-2016,20:41:00
1273,Airport,7,Trip Completed,11-07-2016 22:07,11-07-2016,22:07:00,11-07-2016 23:12,11-07-2016,23:12:00
2480,City,7,Trip Completed,12-07-2016 20:39,12-07-2016,20:39:00,12-07-2016 21:28,12-07-2016,21:28:00
4105,City,7,Trip Completed,14-07-2016 03:39,14-07-2016,03:39:38,14-07-2016 04:39,14-07-2016,04:39:04
4509,City,7,Trip Completed,14-07-2016 09:11,14-07-2016,09:11:13,14-07-2016 10:17,14-07-2016,10:17:01
4986,Airport,7,Trip Completed,14-07-2016 18:52,14-07-2016,18:52:32,14-07-2016 19:50,14-07-2016,19:50:57
5898,City,7,Trip Completed,15-07-2016 09:50,15-07-2016,09:50:28,15-07-2016 10:40,15-07-2016,10:40:39
6142,Airport,7,Trip Completed,15-07-2016 15:50,15-07-2016,15:50:15,15-07-2016 16:36,15-07-2016,16:36:56
380,Airport,8,Trip Completed,11-07-2016 08:18,11-07-2016,08:18:00,11-07-2016 09:18,11-07-2016,09:18:00
1050,Airport,8,Trip Completed,11-07-2016 19:39,11-07-2016,19:39:00,11-07-2016 20:30,11-07-2016,20:30:00
1769,City,8,Trip Completed,12-07-2016 08:57,12-07-2016,08:57:00,12-07-2016 09:24,12-07-2016,09:24:00
2520,City,8,Trip Completed,12-07-2016 21:05,12-07-2016,21:05:00,12-07-2016 22:20,12-07-2016,22:20:00
3265,Airport,8,Trip Completed,13-07-2016 10:22,13-07-2016,10:22:07,13-07-2016 11:07,13-07-2016,11:07:02
4648,City,8,Trip Completed,14-07-2016 11:55,14-07-2016,11:55:10,14-07-2016 12:59,14-07-2016,12:59:34
449,Airport,9,Trip Completed,11-07-2016 09:08,11-07-2016,09:08:00,11-07-2016 09:52,11-07-2016,09:52:00
846,Airport,9,Trip Completed,11-07-2016 17:46,11-07-2016,17:46:00,11-07-2016 18:52,11-07-2016,18:52:00
1346,Airport,9,Trip Completed,11-07-2016 23:39,11-07-2016,23:39:00,12-07-2016 00:23,12-07-2016,00:23:00
1474,Airport,9,Trip Completed,12-07-2016 05:13,12-07-2016,05:13:00,12-07-2016 05:56,12-07-2016,05:56:00
2240,City,9,Trip Completed,12-07-2016 18:20,12-07-2016,18:20:00,12-07-2016 18:54,12-07-2016,18:54:00
3072,Airport,9,Trip Completed,13-07-2016 08:04,13-07-2016,08:04:57,13-07-2016 08:36,13-07-2016,08:36:37
3459,Airport,9,Trip Completed,13-07-2016 17:03,13-07-2016,17:03:30,13-07-2016 17:31,13-07-2016,17:31:49
3774,Airport,9,Trip Completed,13-07-2016 20:41,13-07-2016,20:41:24,13-07-2016 21:27,13-07-2016,21:27:29
4023,City,9,Trip Completed,13-07-2016 23:58,13-07-2016,23:58:41,14-07-2016 00:58,14-07-2016,00:58:39
4117,City,9,Trip Completed,14-07-2016 04:21,14-07-2016,04:21:42,14-07-2016 05:07,14-07-2016,05:07:07
4880,Airport,9,Trip Completed,14-07-2016 17:58,14-07-2016,17:58:46,14-07-2016 19:02,14-07-2016,19:02:42
5568,Airport,9,Trip Completed,15-07-2016 05:47,15-07-2016,05:47:49,15-07-2016 06:25,15-07-2016,06:25:49
5994,Airport,9,Trip Completed,15-07-2016 11:51,15-07-2016,11:51:16,15-07-2016 12:32,15-07-2016,12:32:12
1809,Airport,10,Trip Completed,12-07-2016 09:13,12-07-2016,09:13:00,12-07-2016 10:01,12-07-2016,10:01:00
2064,Airport,10,Trip Completed,12-07-2016 15:08,12-07-2016,15:08:00,12-07-2016 16:14,12-07-2016,16:14:00
3210,City,10,Trip Completed,13-07-2016 09:47,13-07-2016,09:47:06,13-07-2016 10:52,13-07-2016,10:52:37
4350,City,10,Trip Completed,14-07-2016 07:24,14-07-2016,07:24:43,14-07-2016 08:22,14-07-2016,08:22:09
4713,City,10,Trip Completed,14-07-2016 13:31,14-07-2016,13:31:24,14-07-2016 14:10,14-07-2016,14:10:56
5629,Airport,10,Trip Completed,15-07-2016 06:33,15-07-2016,06:33:00,15-07-2016 07:19,15-07-2016,07:19:53
6157,Airport,10,Trip Completed,15-07-2016 16:32,15-07-2016,16:32:51,15-07-2016 17:44,15-07-2016,17:44:44
2030,City,11,Trip Completed,12-07-2016 14:11,12-07-2016,14:11:00,12-07-2016 15:02,12-07-2016,15:02:00
3226,City,11,Trip Completed,13-07-2016 10:00,13-07-2016,10:00:17,13-07-2016 11:02,13-07-2016,11:02:52
3353,City,11,Trip Completed,13-07-2016 13:29,13-07-2016,13:29:44,13-07-2016 14:09,13-07-2016,14:09:00
4293,City,11,Trip Completed,14-07-2016 06:42,14-07-2016,06:42:36,14-07-2016 07:12,14-07-2016,07:12:41
4936,City,11,Trip Completed,14-07-2016 18:22,14-07-2016,18:22:17,14-07-2016 19:14,14-07-2016,19:14:36
5661,Airport,11,Trip Completed,15-07-2016 07:08,15-07-2016,07:08:50,15-07-2016 07:59,15-07-2016,07:59:00
5778,City,11,Trip Completed,15-07-2016 08:22,15-07-2016,08:22:03,15-07-2016 09:13,15-07-2016,09:13:04
6425,Airport,11,Trip Completed,15-07-2016 19:46,15-07-2016,19:46:40,15-07-2016 20:26,15-07-2016,20:26:51
45,Airport,12,Trip Completed,11-07-2016 03:17,11-07-2016,03:17:00,11-07-2016 04:09,11-07-2016,04:09:00
264,City,12,Trip Completed,11-07-2016 06:51,11-07-2016,06:51:00,11-07-2016 07:40,11-07-2016,07:40:00
1183,City,12,Trip Completed,11-07-2016 21:05,11-07-2016,21:05:00,11-07-2016 21:38,11-07-2016,21:38:00
1536,Airport,12,Trip Completed,12-07-2016 05:59,12-07-2016,05:59:00,12-07-2016 06:59,12-07-2016,06:59:00
2437,City,12,Trip Completed,12-07-2016 20:18,12-07-2016,20:18:00,12-07-2016 21:26,12-07-2016,21:26:00
2641,Airport,12,Trip Completed,12-07-2016 22:28,12-07-2016,22:28:00,12-07-2016 23:05,12-07-2016,23:05:00
4077,Airport,12,Trip Completed,14-07-2016 02:14,14-07-2016,02:14:15,14-07-2016 03:13,14-07-2016,03:13:09
4610,City,12,Trip Completed,14-07-2016 10:35,14-07-2016,10:35:14,14-07-2016 11:39,14-07-2016,11:39:01
5066,Airport,12,Trip Completed,14-07-2016 19:31,14-07-2016,19:31:20,14-07-2016 20:14,14-07-2016,20:14:03
5666,Airport,12,Trip Completed,15-07-2016 07:04,15-07-2016,07:04:55,15-07-2016 08:12,15-07-2016,08:12:37
5923,City,12,Trip Completed,15-07-2016 10:07,15-07-2016,10:07:49,15-07-2016 10:50,15-07-2016,10:50:50
6367,City,12,Trip Completed,15-07-2016 19:04,15-07-2016,19:04:46,15-07-2016 19:46,15-07-2016,19:46:04
155,City,13,Trip Completed,11-07-2016 05:32,11-07-2016,05:32:00,11-07-2016 06:28,11-07-2016,06:28:00
310,Airport,13,Trip Completed,11-07-2016 07:24,11-07-2016,07:24:00,11-07-2016 08:28,11-07-2016,08:28:00
607,City,13,Trip Completed,11-07-2016 11:51,11-07-2016,11:51:00,11-07-2016 12:42,11-07-2016,12:42:00
1012,City,13,Trip Completed,11-07-2016 19:15,11-07-2016,19:15:00,11-07-2016 19:57,11-07-2016,19:57:00
1696,Airport,13,Trip Completed,12-07-2016 08:01,12-07-2016,08:01:00,12-07-2016 08:42,12-07-2016,08:42:00
3076,City,13,Trip Completed,13-07-2016 08:09,13-07-2016,08:09:04,13-07-2016 09:12,13-07-2016,09:12:19
4198,Airport,13,Trip Completed,14-07-2016 05:32,14-07-2016,05:32:14,14-07-2016 06:45,14-07-2016,06:45:32
4627,City,13,Trip Completed,14-07-2016 11:13,14-07-2016,11:13:19,14-07-2016 12:00,14-07-2016,12:00:12
5289,City,13,Trip Completed,14-07-2016 21:43,14-07-2016,21:43:24,14-07-2016 22:24,14-07-2016,22:24:13
5495,Airport,13,Trip Completed,15-07-2016 05:00,15-07-2016,05:00:13,15-07-2016 06:02,15-07-2016,06:02:27
6656,Airport,13,Trip Completed,15-07-2016 22:08,15-07-2016,22:08:42,15-07-2016 22:41,15-07-2016,22:41:18
139,Airport,14,Trip Completed,11-07-2016 05:21,11-07-2016,05:21:00,11-07-2016 06:09,11-07-2016,06:09:00
215,City,14,Trip Completed,11-07-2016 06:15,11-07-2016,06:15:00,11-07-2016 07:07,11-07-2016,07:07:00
1816,City,14,Trip Completed,12-07-2016 09:24,12-07-2016,09:24:00,12-07-2016 10:07,12-07-2016,10:07:00
2505,Airport,14,Trip Completed,12-07-2016 21:03,12-07-2016,21:03:00,12-07-2016 22:14,12-07-2016,22:14:00
3346,City,14,Trip Completed,13-07-2016 13:01,13-07-2016,13:01:42,13-07-2016 13:55,13-07-2016,13:55:59
5294,City,14,Trip Completed,14-07-2016 21:45,14-07-2016,21:45:50,14-07-2016 22:16,14-07-2016,22:16:40
6226,Airport,14,Trip Completed,15-07-2016 17:34,15-07-2016,17:34:25,15-07-2016 18:33,15-07-2016,18:33:13
6733,Airport,14,Trip Completed,15-07-2016 23:32,15-07-2016,23:32:44,16-07-2016 00:37,16-07-2016,00:37:46
1027,Airport,15,Trip Completed,11-07-2016 19:18,11-07-2016,19:18:00,11-07-2016 20:24,11-07-2016,20:24:00
2675,Airport,15,Trip Completed,12-07-2016 23:43,12-07-2016,23:43:00,13-07-2016 00:35,13-07-2016,00:35:12
3200,City,15,Trip Completed,13-07-2016 09:39,13-07-2016,09:39:44,13-07-2016 10:30,13-07-2016,10:30:58
3865,City,15,Trip Completed,13-07-2016 21:52,13-07-2016,21:52:05,13-07-2016 22:21,13-07-2016,22:21:15
4468,City,15,Trip Completed,14-07-2016 08:42,14-07-2016,08:42:46,14-07-2016 09:22,14-07-2016,09:22:01
5163,Airport,15,Trip Completed,14-07-2016 20:34,14-07-2016,20:34:30,14-07-2016 21:05,14-07-2016,21:05:18
6009,City,15,Trip Completed,15-07-2016 12:22,15-07-2016,12:22:35,15-07-2016 13:25,15-07-2016,13:25:27
6448,Airport,15,Trip Completed,15-07-2016 20:02,15-07-2016,20:02:54,15-07-2016 20:40,15-07-2016,20:40:45
591,City,16,Trip Completed,11-07-2016 11:25,11-07-2016,11:25:00,11-07-2016 12:31,11-07-2016,12:31:00
709,City,16,Trip Completed,11-07-2016 14:16,11-07-2016,14:16:00,11-07-2016 15:03,11-07-2016,15:03:00
1167,Airport,16,Trip Completed,11-07-2016 20:50,11-07-2016,20:50:00,11-07-2016 21:52,11-07-2016,21:52:00
2661,Airport,16,Trip Completed,12-07-2016 23:23,12-07-2016,23:23:00,13-07-2016 00:27,13-07-2016,00:27:21
2808,City,16,Trip Completed,13-07-2016 05:05,13-07-2016,05:05:16,13-07-2016 05:56,13-07-2016,05:56:11
3258,Airport,16,Trip Completed,13-07-2016 10:12,13-07-2016,10:12:51,13-07-2016 10:45,13-07-2016,10:45:28
3413,Airport,16,Trip Completed,13-07-2016 15:32,13-07-2016,15:32:01,13-07-2016 16:45,13-07-2016,16:45:44
3939,Airport,16,Trip Completed,13-07-2016 22:26,13-07-2016,22:26:26,13-07-2016 22:55,13-07-2016,22:55:54
4125,City,16,Trip Completed,14-07-2016 04:37,14-07-2016,04:37:11,14-07-2016 05:46,14-07-2016,05:46:29
4457,City,16,Trip Completed,14-07-2016 08:36,14-07-2016,08:36:24,14-07-2016 09:19,14-07-2016,09:19:20
4728,City,16,Trip Completed,14-07-2016 14:04,14-07-2016,14:04:13,14-07-2016 15:06,14-07-2016,15:06:40
5347,Airport,16,Trip Completed,14-07-2016 22:51,14-07-2016,22:51:47,14-07-2016 23:53,14-07-2016,23:53:42
6147,City,16,Trip Completed,15-07-2016 16:11,15-07-2016,16:11:02,15-07-2016 17:30,15-07-2016,17:30:08
6496,Airport,16,Trip Completed,15-07-2016 20:33,15-07-2016,20:33:00,15-07-2016 21:32,15-07-2016,21:32:49
634,City,17,Trip Completed,11-07-2016 12:25,11-07-2016,12:25:00,11-07-2016 13:06,11-07-2016,13:06:00
939,Airport,17,Trip Completed,11-07-2016 18:25,11-07-2016,18:25:00,11-07-2016 19:26,11-07-2016,19:26:00
2628,Airport,17,Trip Completed,12-07-2016 22:10,12-07-2016,22:10:00,12-07-2016 23:25,12-07-2016,23:25:00
3021,City,17,Trip Completed,13-07-2016 07:33,13-07-2016,07:33:20,13-07-2016 08:26,13-07-2016,08:26:07
4743,City,17,Trip Completed,14-07-2016 14:54,14-07-2016,14:54:16,14-07-2016 15:39,14-07-2016,15:39:03
4981,City,17,Trip Completed,14-07-2016 18:47,14-07-2016,18:47:42,14-07-2016 19:43,14-07-2016,19:43:44
5367,Airport,17,Trip Completed,14-07-2016 23:35,14-07-2016,23:35:34,15-07-2016 00:25,15-07-2016,00:25:26
5471,Airport,17,Trip Completed,15-07-2016 04:48,15-07-2016,04:48:57,15-07-2016 05:47,15-07-2016,05:47:13
5988,Airport,17,Trip Completed,15-07-2016 11:48,15-07-2016,11:48:32,15-07-2016 12:55,15-07-2016,12:55:02
6477,Airport,17,Trip Completed,15-07-2016 20:21,15-07-2016,20:21:26,15-07-2016 21:00,15-07-2016,21:00:31
499,City,18,Trip Completed,11-07-2016 09:39,11-07-2016,09:39:00,11-07-2016 10:16,11-07-2016,10:16:00
1147,Airport,18,Trip Completed,11-07-2016 20:42,11-07-2016,20:42:00,11-07-2016 21:18,11-07-2016,21:18:00
1410,Airport,18,Trip Completed,12-07-2016 03:14,12-07-2016,03:14:00,12-07-2016 04:27,12-07-2016,04:27:00
1804,Airport,18,Trip Completed,12-07-2016 09:12,12-07-2016,09:12:00,12-07-2016 09:57,12-07-2016,09:57:00
1949,Airport,18,Trip Completed,12-07-2016 11:32,12-07-2016,11:32:00,12-07-2016 12:13,12-07-2016,12:13:00
2713,City,18,Trip Completed,13-07-2016 01:46,13-07-2016,01:46:42,13-07-2016 02:37,13-07-2016,02:37:08
2845,City,18,Trip Completed,13-07-2016 05:28,13-07-2016,05:28:29,13-07-2016 06:10,13-07-2016,06:10:40
3943,Airport,18,Trip Completed,13-07-2016 22:35,13-07-2016,22:35:38,13-07-2016 23:33,13-07-2016,23:33:20
4792,City,18,Trip Completed,14-07-2016 16:47,14-07-2016,16:47:15,14-07-2016 17:34,14-07-2016,17:34:39
5207,Airport,18,Trip Completed,14-07-2016 20:57,14-07-2016,20:57:41,14-07-2016 21:56,14-07-2016,21:56:21
5890,City,18,Trip Completed,15-07-2016 09:43,15-07-2016,09:43:57,15-07-2016 10:55,15-07-2016,10:55:22
494,City,19,Trip Completed,11-07-2016 09:36,11-07-2016,09:36:00,11-07-2016 10:02,11-07-2016,10:02:00
1485,City,19,Trip Completed,12-07-2016 05:21,12-07-2016,05:21:00,12-07-2016 06:35,12-07-2016,06:35:00
2042,City,19,Trip Completed,12-07-2016 14:30,12-07-2016,14:30:00,12-07-2016 15:09,12-07-2016,15:09:00
2561,Airport,19,Trip Completed,12-07-2016 21:29,12-07-2016,21:29:00,12-07-2016 22:44,12-07-2016,22:44:00
3813,Airport,19,Trip Completed,13-07-2016 21:06,13-07-2016,21:06:57,13-07-2016 21:46,13-07-2016,21:46:24
4260,Airport,19,Trip Completed,14-07-2016 06:11,14-07-2016,06:11:51,14-07-2016 06:59,14-07-2016,06:59:46
4395,City,19,Trip Completed,14-07-2016 08:00,14-07-2016,08:00:15,14-07-2016 08:54,14-07-2016,08:54:39
5919,City,19,Trip Completed,15-07-2016 10:03,15-07-2016,10:03:42,15-07-2016 10:59,15-07-2016,10:59:27
6002,Airport,19,Trip Completed,15-07-2016 12:04,15-07-2016,12:04:15,15-07-2016 12:53,15-07-2016,12:53:36
468,City,20,Trip Completed,11-07-2016 09:20,11-07-2016,09:20:00,11-07-2016 10:05,11-07-2016,10:05:00
693,Airport,20,Trip Completed,11-07-2016 13:51,11-07-2016,13:51:00,11-07-2016 15:01,11-07-2016,15:01:00
1178,City,20,Trip Completed,11-07-2016 21:05,11-07-2016,21:05:00,11-07-2016 22:06,11-07-2016,22:06:00
2103,City,20,Trip Completed,12-07-2016 16:08,12-07-2016,16:08:00,12-07-2016 17:18,12-07-2016,17:18:00
2292,Airport,20,Trip Completed,12-07-2016 18:46,12-07-2016,18:46:00,12-07-2016 19:23,12-07-2016,19:23:00
3339,City,20,Trip Completed,13-07-2016 12:40,13-07-2016,12:40:58,13-07-2016 13:30,13-07-2016,13:30:26
3694,City,20,Trip Completed,13-07-2016 19:33,13-07-2016,19:33:19,13-07-2016 20:35,13-07-2016,20:35:08
4469,City,20,Trip Completed,14-07-2016 08:45,14-07-2016,08:45:13,14-07-2016 09:48,14-07-2016,09:48:08
6432,City,20,Trip Completed,15-07-2016 19:50,15-07-2016,19:50:57,15-07-2016 20:30,15-07-2016,20:30:05
1895,City,21,Trip Completed,12-07-2016 10:20,12-07-2016,10:20:00,12-07-2016 10:52,12-07-2016,10:52:00
1981,Airport,21,Trip Completed,12-07-2016 12:23,12-07-2016,12:23:00,12-07-2016 12:56,12-07-2016,12:56:00
3744,Airport,21,Trip Completed,13-07-2016 20:28,13-07-2016,20:28:11,13-07-2016 21:22,13-07-2016,21:22:42
4433,Airport,21,Trip Completed,14-07-2016 08:26,14-07-2016,08:26:32,14-07-2016 09:12,14-07-2016,09:12:02
6039,Airport,21,Trip Completed,15-07-2016 13:11,15-07-2016,13:11:04,15-07-2016 13:38,15-07-2016,13:38:01
6543,City,21,Trip Completed,15-07-2016 20:54,15-07-2016,20:54:20,15-07-2016 22:12,15-07-2016,22:12:36
110,City,22,Trip Completed,11-07-2016 05:05,11-07-2016,05:05:00,11-07-2016 06:06,11-07-2016,06:06:00
362,City,22,Trip Completed,11-07-2016 08:01,11-07-2016,08:01:00,11-07-2016 09:18,11-07-2016,09:18:00
666,Airport,22,Trip Completed,11-07-2016 13:02,11-07-2016,13:02:00,11-07-2016 13:45,11-07-2016,13:45:00
926,City,22,Trip Completed,11-07-2016 18:28,11-07-2016,18:28:00,11-07-2016 19:34,11-07-2016,19:34:00
1180,Airport,22,Trip Completed,11-07-2016 21:01,11-07-2016,21:01:00,11-07-2016 22:14,11-07-2016,22:14:00
1900,City,22,Trip Completed,12-07-2016 10:32,12-07-2016,10:32:00,12-07-2016 11:42,12-07-2016,11:42:00
2506,City,22,Trip Completed,12-07-2016 21:01,12-07-2016,21:01:00,12-07-2016 21:38,12-07-2016,21:38:00
3064,City,22,Trip Completed,13-07-2016 08:02,13-07-2016,08:02:03,13-07-2016 08:58,13-07-2016,08:58:46
3327,Airport,22,Trip Completed,13-07-2016 12:24,13-07-2016,12:24:41,13-07-2016 13:23,13-07-2016,13:23:39
3601,City,22,Trip Completed,13-07-2016 18:39,13-07-2016,18:39:00,13-07-2016 19:29,13-07-2016,19:29:07
4768,Airport,22,Trip Completed,14-07-2016 15:39,14-07-2016,15:39:24,14-07-2016 16:49,14-07-2016,16:49:03
5142,City,22,Trip Completed,14-07-2016 20:17,14-07-2016,20:17:51,14-07-2016 20:48,14-07-2016,20:48:58
5366,Airport,22,Trip Completed,14-07-2016 23:27,14-07-2016,23:27:22,15-07-2016 00:19,15-07-2016,00:19:50
5575,City,22,Trip Completed,15-07-2016 05:53,15-07-2016,05:53:55,15-07-2016 06:50,15-07-2016,06:50:02
5902,City,22,Trip Completed,15-07-2016 09:52,15-07-2016,09:52:57,15-07-2016 10:37,15-07-2016,10:37:05
6694,Airport,22,Trip Completed,15-07-2016 22:45,15-07-2016,22:45:44,15-07-2016 23:17,15-07-2016,23:17:53
523,Airport,23,Trip Completed,11-07-2016 09:48,11-07-2016,09:48:00,11-07-2016 10:37,11-07-2016,10:37:00
747,City,23,Trip Completed,11-07-2016 15:53,11-07-2016,15:53:00,11-07-2016 16:43,11-07-2016,16:43:00
1371,Airport,23,Trip Completed,12-07-2016 00:22,12-07-2016,00:22:00,12-07-2016 01:33,12-07-2016,01:33:00
1553,City,23,Trip Completed,12-07-2016 06:09,12-07-2016,06:09:00,12-07-2016 07:09,12-07-2016,07:09:00
1692,Airport,23,Trip Completed,12-07-2016 07:52,12-07-2016,07:52:00,12-07-2016 09:01,12-07-2016,09:01:00
2114,City,23,Trip Completed,12-07-2016 16:36,12-07-2016,16:36:00,12-07-2016 17:21,12-07-2016,17:21:00
